TRANSACTION_ID,TRANSACTION_DATE,COMPANY_CODE,DEPARTMENT,COST_CENTRE,GL_ACCOUNT,DESCRIPTION,DEBIT_AMOUNT,CREDIT_AMOUNT,CURRENCY,SOURCE_SYSTEM,TARGET_SYSTEM,STATUS,ERROR_TYPE,PERIOD
TXN-00139,2024-11-20,CORP-NG,IT,CC005,7001-Depreciation,Journal entry 139 - Revenue recognition,3377.54,13823.3,NGN,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-11
TXN-00140,2024-12-01,CORP-US,IT,CC004,6001-Salaries,Journal entry 140 - Asset write-off,5049.01,35118.79,EUR,MS-SQL-SERVER,ORACLE-GL,ERROR,CURRENCY_MISMATCH,2024-12
TXN-00141,2024-02-18,CORP-NG,IT,CC003,8001-Tax,Journal entry 141 - Revenue recognition,19996.64,19996.64,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-02
TXN-00142,2024-08-30,CORP-UK,Finance,CC001,5001-Revenue,Journal entry 142 - Asset write-off,34372.37,34372.37,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00143,2024-10-11,CORP-UK,Sales,CC005,7001-Depreciation,Journal entry 143 - Revenue recognition,36965.92,40607.29,GBP,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-10
TXN-00144,2024-12-06,CORP-ZA,Procurement,CC001,6002-Travel,Journal entry 144 - Payroll posting,17744.54,17744.54,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00145,2024-09-16,CORP-US,Operations,CC006,6003-Utilities,Journal entry 145 - Expense claim,5269.67,5269.67,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-09
TXN-00146,2024-07-07,CORP-UK,HR,CC005,6001-Salaries,Journal entry 146 - Asset write-off,42284.13,42284.13,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-07
TXN-00147,2024-06-07,CORP-NG,HR,,5001-Revenue,Journal entry 147 - Expense claim,1544.76,13736.19,USD,MS-SQL-SERVER,ORACLE-GL,ERROR,MISSING_COST_CENTRE,2024-06
TXN-00148,2024-01-16,CORP-UK,Procurement,CC005,6001-Salaries,Journal entry 148 - Asset write-off,3572.31,37074.36,NGN,MS-SQL-SERVER,ORACLE-GL,ERROR,CURRENCY_MISMATCH,2024-01
TXN-00149,2024-07-08,CORP-NG,Procurement,CC003,7001-Depreciation,Journal entry 149 - Payroll posting,17110.71,17110.71,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-07
TXN-00150,2024-11-12,CORP-UK,Procurement,CC001,6002-Travel,Journal entry 150 - Asset write-off,7863.44,7863.44,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00151,2024-07-31,CORP-NG,Operations,CC005,5001-Revenue,Journal entry 151 - Revenue recognition,30393.09,30393.09,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-07
TXN-00152,2024-12-13,CORP-ZA,Sales,CC006,6002-Travel,Journal entry 152 - Monthly accrual,14234.0,14234.0,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00153,2024-01-29,CORP-UK,Operations,CC003,6001-Salaries,Journal entry 153 - Expense claim,49223.84,49223.84,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00154,2024-01-04,CORP-ZA,Procurement,CC004,6001-Salaries,Journal entry 154 - Expense claim,16473.31,16473.31,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00155,2024-06-30,CORP-UK,IT,CC006,5001-Revenue,Journal entry 155 - Asset write-off,25063.09,41684.37,GBP,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-06
TXN-00156,2024-06-09,CORP-ZA,Sales,CC004,8001-Tax,Journal entry 156 - Asset write-off,46066.01,46066.01,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00157,2024-06-15,CORP-US,Sales,CC004,8001-Tax,Journal entry 157 - Revenue recognition,20311.11,20311.11,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00158,2024-05-04,CORP-ZA,Sales,CC004,7001-Depreciation,Journal entry 158 - Monthly accrual,42239.77,42239.77,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-05
TXN-00159,2024-04-23,CORP-NG,Operations,CC001,7001-Depreciation,Journal entry 159 - Monthly accrual,37315.66,37315.66,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-04
TXN-00160,2024-11-26,CORP-US,Operations,CC001,6001-Salaries,Journal entry 160 - Revenue recognition,17619.88,17619.88,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00161,2024-12-01,CORP-UK,Operations,CC006,6003-Utilities,Journal entry 161 - Asset write-off,30159.71,30159.71,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00162,2024-11-21,CORP-NG,Procurement,CC003,6001-Salaries,Journal entry 162 - Asset write-off,46215.3,28268.14,GBP,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-11
TXN-00163,2024-06-04,CORP-NG,Sales,CC001,6002-Travel,Journal entry 163 - Payroll posting,22166.18,22166.18,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00164,2024-01-20,CORP-UK,HR,CC003,5001-Revenue,Journal entry 164 - Monthly accrual,23140.95,23140.95,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00165,2024-01-22,CORP-ZA,Sales,CC006,6001-Salaries,Journal entry 165 - Revenue recognition,29058.44,29058.44,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00166,2024-06-24,CORP-UK,Sales,CC006,6001-Salaries,Journal entry 166 - Monthly accrual,47890.35,22581.1,USD,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-06
TXN-00167,2024-09-24,CORP-US,HR,CC003,6002-Travel,Journal entry 167 - Asset write-off,21944.14,22027.15,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-09
TXN-00168,2024-01-27,CORP-NG,Finance,CC003,5001-Revenue,Journal entry 168 - Payroll posting,33977.0,33977.0,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00169,2024-12-02,CORP-US,HR,CC001,7001-Depreciation,Journal entry 169 - Expense claim,12674.59,12674.59,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00170,2024-12-23,CORP-ZA,Operations,CC005,8001-Tax,Journal entry 170 - Monthly accrual,48388.06,48388.06,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00171,2024-03-06,CORP-UK,Procurement,CC006,6003-Utilities,Journal entry 171 - Payroll posting,32210.31,16490.98,EUR,MS-SQL-SERVER,ORACLE-GL,ERROR,CURRENCY_MISMATCH,2024-03
TXN-00172,2024-04-02,CORP-US,HR,CC004,6001-Salaries,Journal entry 172 - Expense claim,18193.62,18193.62,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-04
TXN-00173,2024-02-21,CORP-UK,Procurement,CC003,7001-Depreciation,Journal entry 173 - Expense claim,3950.54,3950.54,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-02
TXN-00174,2024-12-20,CORP-US,Procurement,CC004,5001-Revenue,Journal entry 174 - Asset write-off,8196.14,8196.14,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00175,2024-11-08,CORP-NG,Procurement,CC004,6001-Salaries,Journal entry 175 - Payroll posting,36007.33,48482.47,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-11
TXN-00176,2024-08-28,CORP-US,HR,CC006,7001-Depreciation,Journal entry 176 - Asset write-off,48283.27,48283.27,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00177,2024-09-14,CORP-ZA,Operations,CC002,7001-Depreciation,Journal entry 177 - Expense claim,38928.39,38928.39,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-09
TXN-00178,2024-07-09,CORP-UK,Procurement,CC005,5001-Revenue,Journal entry 178 - Revenue recognition,32094.83,32094.83,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-07
TXN-00179,2024-09-19,CORP-US,IT,CC001,6001-Salaries,Journal entry 179 - Asset write-off,13712.29,13712.29,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-09
TXN-00180,2024-07-21,CORP-NG,Operations,CC004,5001-Revenue,Journal entry 180 - Revenue recognition,20803.36,20803.36,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-07
TXN-00181,2024-02-20,CORP-NG,Operations,CC002,5001-Revenue,Journal entry 181 - Revenue recognition,16002.38,16002.38,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-02
TXN-00182,2024-08-28,CORP-ZA,Sales,CC001,5001-Revenue,Journal entry 182 - Monthly accrual,41572.41,37966.17,EUR,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-08
TXN-00183,2024-10-07,CORP-ZA,Finance,CC003,6001-Salaries,Journal entry 183 - Revenue recognition,41764.66,41764.66,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-10
TXN-00184,2024-11-23,CORP-ZA,Finance,CC001,6003-Utilities,Journal entry 184 - Payroll posting,11998.13,11998.13,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00185,2024-03-14,CORP-NG,IT,CC001,7001-Depreciation,Journal entry 185 - Revenue recognition,25817.25,12172.71,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-03
TXN-00186,2024-09-25,CORP-NG,Finance,CC005,7001-Depreciation,Journal entry 186 - Payroll posting,9446.96,33443.92,GBP,MS-SQL-SERVER,ORACLE-GL,ERROR,CURRENCY_MISMATCH,2024-09
TXN-00187,2024-01-23,CORP-ZA,HR,CC003,8001-Tax,Journal entry 187 - Monthly accrual,43679.24,43679.24,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00188,2024-12-02,CORP-UK,Sales,CC006,6002-Travel,Journal entry 188 - Expense claim,17305.64,17305.64,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00189,2024-11-25,CORP-US,Procurement,CC004,8001-Tax,Journal entry 189 - Asset write-off,27346.09,27346.09,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00190,2024-08-22,CORP-UK,HR,CC002,5001-Revenue,Journal entry 190 - Expense claim,3248.72,3248.72,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00191,2024-09-20,CORP-ZA,Sales,CC004,6002-Travel,Journal entry 191 - Monthly accrual,46675.21,46675.21,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-09
TXN-00192,2024-01-25,CORP-NG,HR,CC001,6002-Travel,Journal entry 192 - Asset write-off,17913.01,17913.01,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00193,2024-06-22,CORP-US,IT,CC006,6003-Utilities,Journal entry 193 - Revenue recognition,22042.86,47828.29,EUR,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-06
TXN-00194,2024-02-10,CORP-ZA,Sales,CC002,7001-Depreciation,Journal entry 194 - Revenue recognition,36381.36,36381.36,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-02
TXN-00195,2024-12-04,CORP-NG,HR,CC004,7001-Depreciation,Journal entry 195 - Asset write-off,4095.44,4095.44,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00196,2024-06-29,CORP-ZA,HR,CC006,5001-Revenue,Journal entry 196 - Monthly accrual,22251.03,22411.77,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-06
TXN-00197,2024-12-13,CORP-US,Finance,CC002,7001-Depreciation,Journal entry 197 - Asset write-off,25702.99,25702.99,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00198,2024-11-26,CORP-NG,HR,CC004,7001-Depreciation,Journal entry 198 - Monthly accrual,3454.94,3454.94,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00199,2024-08-15,CORP-UK,Sales,CC002,7001-Depreciation,Journal entry 199 - Revenue recognition,22551.14,18611.13,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-08
TXN-00200,2024-05-07,CORP-UK,Finance,CC006,6001-Salaries,Journal entry 200 - Asset write-off,32513.08,32513.08,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-05
TXN-00201,2024-08-16,CORP-US,Sales,CC003,8001-Tax,Journal entry 201 - Asset write-off,13162.66,13088.46,USD,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-08
TXN-00202,2024-02-07,CORP-ZA,Operations,CC006,6003-Utilities,Journal entry 202 - Monthly accrual,6872.85,6872.85,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-02
TXN-00203,2024-10-04,CORP-NG,HR,CC002,8001-Tax,Journal entry 203 - Expense claim,17436.52,3340.46,EUR,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-10
TXN-00204,2024-03-12,CORP-US,IT,CC001,6002-Travel,Journal entry 204 - Payroll posting,6155.99,10128.92,EUR,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-03
TXN-00205,2024-10-09,CORP-US,Sales,CC001,5001-Revenue,Journal entry 205 - Revenue recognition,40202.72,40202.72,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-10
TXN-00206,2024-07-28,CORP-UK,Operations,CC003,8001-Tax,Journal entry 206 - Monthly accrual,35971.6,26332.21,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-07
TXN-00207,2024-06-25,CORP-US,Sales,CC006,7001-Depreciation,Journal entry 207 - Expense claim,34037.44,34037.44,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00208,2024-01-29,CORP-UK,Sales,CC002,6002-Travel,Journal entry 208 - Expense claim,25192.9,25192.9,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00209,2024-04-25,CORP-NG,Sales,CC003,5001-Revenue,Journal entry 209 - Revenue recognition,46743.42,46743.42,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-04
TXN-00210,2024-11-16,CORP-NG,Sales,CC005,5001-Revenue,Journal entry 210 - Payroll posting,47821.95,13795.11,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-11
TXN-00211,2024-11-05,CORP-NG,Sales,CC001,5001-Revenue,Journal entry 211 - Monthly accrual,8642.91,31261.51,GBP,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-11
TXN-00212,2024-04-17,CORP-ZA,Sales,CC006,5001-Revenue,Journal entry 212 - Asset write-off,38574.02,13306.33,EUR,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-04
TXN-00213,2024-12-16,CORP-ZA,HR,CC004,5001-Revenue,Journal entry 213 - Monthly accrual,47836.84,24198.95,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-12
TXN-00214,2024-08-25,CORP-US,HR,CC005,6001-Salaries,Journal entry 214 - Revenue recognition,20839.53,20839.53,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00215,2024-07-23,CORP-US,HR,CC005,7001-Depreciation,Journal entry 215 - Monthly accrual,49402.37,17333.99,EUR,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-07
TXN-00216,2024-05-16,CORP-ZA,Operations,CC002,5001-Revenue,Journal entry 216 - Monthly accrual,23376.98,23376.98,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-05
TXN-00217,2024-08-02,CORP-US,Operations,CC003,7001-Depreciation,Journal entry 217 - Revenue recognition,43221.78,43221.78,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00218,2024-09-20,CORP-ZA,IT,CC003,6003-Utilities,Journal entry 218 - Monthly accrual,24963.45,24963.45,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-09
TXN-00219,2024-05-03,CORP-US,Sales,CC003,5001-Revenue,Journal entry 219 - Monthly accrual,25321.68,25321.68,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-05
TXN-00220,2024-11-30,CORP-ZA,HR,CC005,5001-Revenue,Journal entry 220 - Monthly accrual,29916.19,29916.19,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00221,2024-07-06,CORP-ZA,HR,CC001,6003-Utilities,Journal entry 221 - Monthly accrual,44134.54,44134.54,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-07
TXN-00222,2024-02-07,CORP-ZA,Sales,CC004,7001-Depreciation,Journal entry 222 - Revenue recognition,27705.82,27705.82,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-02
TXN-00223,2024-07-20,CORP-NG,HR,CC005,6002-Travel,Journal entry 223 - Expense claim,48756.63,48756.63,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-07
TXN-00224,2024-03-11,CORP-NG,IT,CC005,6003-Utilities,Journal entry 224 - Expense claim,25053.89,2360.64,USD,MS-SQL-SERVER,ORACLE-GL,ERROR,CURRENCY_MISMATCH,2024-03
TXN-00225,2024-06-12,CORP-US,IT,CC005,8001-Tax,Journal entry 225 - Revenue recognition,46575.3,46575.3,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00226,2024-01-09,CORP-NG,HR,CC006,5001-Revenue,Journal entry 226 - Asset write-off,35466.12,15059.55,EUR,MS-SQL-SERVER,ORACLE-GL,ERROR,DUPLICATE_ENTRY,2024-01
TXN-00227,2024-11-01,CORP-ZA,HR,CC006,7001-Depreciation,Journal entry 227 - Payroll posting,43617.75,31500.1,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-11
TXN-00228,2024-09-25,CORP-ZA,Operations,CC006,6001-Salaries,Journal entry 228 - Monthly accrual,2662.62,24074.39,GBP,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-09
TXN-00229,2024-06-09,CORP-ZA,Operations,CC004,8001-Tax,Journal entry 229 - Expense claim,1044.97,1044.97,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00230,2024-02-01,CORP-US,Sales,CC002,7001-Depreciation,Journal entry 230 - Revenue recognition,43653.6,36818.28,NGN,MS-SQL-SERVER,ORACLE-GL,ERROR,DUPLICATE_ENTRY,2024-02
TXN-00231,2024-09-29,CORP-NG,Sales,CC003,8001-Tax,Journal entry 231 - Revenue recognition,15756.25,8741.8,NGN,MS-SQL-SERVER,ORACLE-GL,ERROR,CURRENCY_MISMATCH,2024-09
TXN-00232,2024-05-22,CORP-NG,Operations,CC003,6002-Travel,Journal entry 232 - Expense claim,47871.14,47871.14,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-05
TXN-00233,2024-10-13,CORP-NG,HR,CC001,7001-Depreciation,Journal entry 233 - Payroll posting,24042.19,24042.19,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-10
TXN-00234,2024-03-15,CORP-NG,Finance,CC003,8001-Tax,Journal entry 234 - Monthly accrual,40937.04,40937.04,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-03
TXN-00235,2024-09-02,CORP-US,Operations,CC005,6002-Travel,Journal entry 235 - Payroll posting,32833.01,32833.01,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-09
TXN-00236,2024-10-27,CORP-US,Operations,CC001,8001-Tax,Journal entry 236 - Payroll posting,5550.41,5550.41,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-10
TXN-00237,2024-06-18,CORP-ZA,Finance,CC006,6001-Salaries,Journal entry 237 - Monthly accrual,11718.54,5099.88,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-06
TXN-00238,2024-08-31,CORP-ZA,Procurement,CC002,6002-Travel,Journal entry 238 - Revenue recognition,32679.35,32679.35,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00239,2024-11-29,CORP-US,Sales,CC006,8001-Tax,Journal entry 239 - Monthly accrual,3052.21,38459.38,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-11
TXN-00240,2024-03-31,CORP-UK,IT,CC004,6001-Salaries,Journal entry 240 - Revenue recognition,44124.02,44124.02,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-03
TXN-00241,2024-11-04,CORP-UK,HR,CC003,6003-Utilities,Journal entry 241 - Payroll posting,14989.77,14989.77,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00242,2024-08-27,CORP-NG,Operations,CC001,6002-Travel,Journal entry 242 - Expense claim,42567.88,42567.88,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00243,2024-06-21,CORP-NG,Sales,CC006,6001-Salaries,Journal entry 243 - Expense claim,12937.52,9391.33,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-06
TXN-00244,2024-02-14,CORP-ZA,Procurement,CC001,6001-Salaries,Journal entry 244 - Expense claim,25812.5,25812.5,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-02
TXN-00245,2024-01-04,CORP-NG,IT,CC002,6003-Utilities,Journal entry 245 - Revenue recognition,46797.69,46797.69,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00246,2024-10-20,CORP-UK,HR,CC006,6002-Travel,Journal entry 246 - Expense claim,29164.79,29164.79,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-10
TXN-00247,2024-07-26,CORP-NG,Procurement,CC001,8001-Tax,Journal entry 247 - Revenue recognition,5999.42,15409.64,EUR,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-07
TXN-00248,2024-03-19,CORP-ZA,Procurement,CC005,6002-Travel,Journal entry 248 - Asset write-off,11034.52,6765.08,NGN,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-03
TXN-00249,2024-11-01,CORP-UK,Sales,CC004,7001-Depreciation,Journal entry 249 - Revenue recognition,38116.8,34049.06,GBP,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-11
TXN-00250,2024-09-15,CORP-US,Sales,CC005,6001-Salaries,Journal entry 250 - Expense claim,3181.73,27427.7,EUR,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-09
TXN-00251,2024-10-25,CORP-ZA,Finance,CC005,6003-Utilities,Journal entry 251 - Monthly accrual,5900.38,10349.53,NGN,MS-SQL-SERVER,ORACLE-GL,ERROR,DUPLICATE_ENTRY,2024-10
TXN-00252,2024-08-21,CORP-UK,Sales,CC004,8001-Tax,Journal entry 252 - Revenue recognition,25711.07,25711.07,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00253,2024-01-02,CORP-US,Sales,CC001,5001-Revenue,Journal entry 253 - Asset write-off,12797.42,12797.42,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00254,2024-02-05,CORP-ZA,Finance,CC003,6003-Utilities,Journal entry 254 - Expense claim,3281.62,49706.77,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-02
TXN-00255,2024-08-03,CORP-NG,IT,CC004,6003-Utilities,Journal entry 255 - Asset write-off,48918.83,32329.45,GBP,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-08
TXN-00256,2024-03-09,CORP-NG,Finance,CC002,7001-Depreciation,Journal entry 256 - Asset write-off,48210.8,43740.23,USD,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-03
TXN-00257,2024-01-12,CORP-NG,IT,CC006,8001-Tax,Journal entry 257 - Payroll posting,48938.35,41757.6,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-01
TXN-00258,2024-06-26,CORP-US,HR,CC002,8001-Tax,Journal entry 258 - Monthly accrual,41185.69,12450.85,GBP,MS-SQL-SERVER,ORACLE-GL,ERROR,CURRENCY_MISMATCH,2024-06
TXN-00259,2024-01-09,CORP-US,Operations,CC001,5001-Revenue,Journal entry 259 - Payroll posting,21020.11,38326.07,GBP,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-01
TXN-00260,2024-12-26,CORP-UK,Operations,CC006,5001-Revenue,Journal entry 260 - Asset write-off,29929.47,29929.47,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00261,2024-01-29,CORP-US,Sales,CC003,6001-Salaries,Journal entry 261 - Payroll posting,27034.01,27034.01,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-01
TXN-00262,2024-12-04,CORP-US,IT,CC003,XXXX-UNKNOWN,Journal entry 262 - Revenue recognition,11921.51,43825.29,GBP,MS-SQL-SERVER,ORACLE-GL,ERROR,INVALID_ACCOUNT,2024-12
TXN-00263,2024-09-10,CORP-UK,HR,CC006,8001-Tax,Journal entry 263 - Asset write-off,31337.06,21417.31,EUR,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-09
TXN-00264,2024-07-11,CORP-US,Sales,CC004,6001-Salaries,Journal entry 264 - Expense claim,20874.6,7545.96,EUR,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-07
TXN-00265,2024-01-30,CORP-ZA,IT,CC005,7001-Depreciation,Journal entry 265 - Expense claim,7303.15,23204.96,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-01
TXN-00266,2024-06-18,CORP-UK,IT,CC003,5001-Revenue,Journal entry 266 - Payroll posting,12824.28,12824.28,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00267,2024-12-10,CORP-UK,Finance,CC002,7001-Depreciation,Journal entry 267 - Payroll posting,13496.23,13496.23,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00268,2024-06-19,CORP-NG,Finance,CC002,6001-Salaries,Journal entry 268 - Monthly accrual,10523.57,10523.57,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-06
TXN-00269,2024-12-26,CORP-US,IT,CC002,7001-Depreciation,Journal entry 269 - Revenue recognition,34811.75,34811.75,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00270,2024-11-28,CORP-NG,HR,CC003,6002-Travel,Journal entry 270 - Payroll posting,23365.9,23365.9,NGN,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00271,2024-08-28,CORP-NG,Operations,CC003,6002-Travel,Journal entry 271 - Asset write-off,5020.55,5020.55,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-08
TXN-00272,2024-10-10,CORP-ZA,HR,CC002,6001-Salaries,Journal entry 272 - Revenue recognition,37088.49,909.37,USD,MS-SQL-SERVER,ORACLE-GL,ERROR,,2024-10
TXN-00273,2024-05-05,CORP-ZA,Sales,CC006,8001-Tax,Journal entry 273 - Revenue recognition,28532.5,28532.5,EUR,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-05
TXN-00274,2024-11-24,CORP-ZA,IT,CC002,8001-Tax,Journal entry 274 - Revenue recognition,48328.76,48328.76,USD,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-11
TXN-00275,2024-09-07,CORP-US,Sales,CC006,5001-Revenue,Journal entry 275 - Payroll posting,36043.65,36043.65,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-09
TXN-00276,2024-12-08,CORP-UK,Finance,CC004,6001-Salaries,Journal entry 276 - Expense claim,47264.89,47264.89,GBP,MS-SQL-SERVER,ORACLE-GL,VALID,,2024-12
TXN-00277,2024-08-21,CORP-NG,Finance,CC005,8001-Tax,Journal entry 277 - Payroll posting,7636.38,11014.11,NGN,MS-SQL-SERVER,ORACLE-GL,PENDING,,2024-08
