TIMESHEET_ID,EMPLOYEE_ID,JOB_TITLE,WEEK_STARTING,HOURS_WORKED,HOURLY_RATE_GBP,TOTAL_AMOUNT_GBP,PO_NUMBER,PO_APPROVED_HOURS,PO_BUDGET_GBP,MATCH_STATUS,VARIANCE_HOURS,DEPARTMENT,COST_CENTRE,SOURCE_SYSTEM,TARGET_SYSTEM,PERIOD
TS-00139,EMP-0023,Manager,2024-01-15,23.2,64.73,1501.74,PO-01115,27.4,1773.6,PARTIAL,-4.2,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00140,EMP-0002,Consultant,2024-02-19,42.8,31.43,1345.2,PO-01154,41.2,1294.92,PARTIAL,1.6,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00141,EMP-0013,Coordinator,2024-02-26,27.2,115.8,3149.76,PO-01102,18.4,2130.72,OVER_CLAIMED,8.8,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00142,EMP-0025,Engineer,2024-08-26,41.8,117.3,4903.14,PO-01200,35.1,4117.23,PARTIAL,6.7,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00143,EMP-0038,Coordinator,2024-09-23,26.8,42.49,1138.73,PO-01003,20.0,849.8,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00144,EMP-0019,Coordinator,2024-08-12,37.7,74.88,2822.98,PO-01069,33.8,2530.94,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00145,EMP-0010,Manager,2024-03-11,25.6,75.69,1937.66,PO-01035,21.4,1619.77,OVER_CLAIMED,4.2,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00146,EMP-0001,Coordinator,2024-10-14,44.5,119.01,5295.95,PO-01089,38.7,4605.69,MATCHED,0.0,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00147,EMP-0047,Consultant,2024-06-10,28.1,114.91,3228.97,PO-01105,35.8,4113.78,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00148,EMP-0015,Coordinator,2024-05-20,44.6,84.47,3767.36,PO-01072,34.8,2939.56,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00149,EMP-0007,Coordinator,2024-01-08,33.4,117.98,3940.53,PO-01191,39.0,4601.22,PARTIAL,-5.6,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00150,EMP-0029,Consultant,2024-10-14,26.4,84.49,2230.54,PO-01084,28.5,2407.96,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00151,EMP-0015,Coordinator,2024-09-16,35.7,106.53,3803.12,PO-01186,33.6,3579.41,UNMATCHED,2.1,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00152,EMP-0012,Consultant,2024-03-04,42.6,33.9,1444.14,PO-01146,36.2,1227.18,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00153,EMP-0026,Coordinator,2024-03-18,36.2,27.0,977.4,PO-01156,29.5,796.5,MATCHED,0.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00154,EMP-0007,Coordinator,2024-03-04,21.8,48.3,1052.94,PO-01135,30.0,1449.0,UNMATCHED,-8.2,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00155,EMP-0008,Analyst,2024-12-02,40.2,82.31,3308.86,PO-01196,37.8,3111.32,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00156,EMP-0039,Analyst,2024-02-26,26.2,32.94,863.03,PO-01003,19.1,629.15,OVER_CLAIMED,7.1,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00157,EMP-0031,Engineer,2024-11-25,40.5,106.01,4293.41,PO-01114,32.2,3413.52,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00158,EMP-0041,Engineer,2024-05-27,32.0,48.16,1541.12,PO-01032,32.9,1584.46,MATCHED,0.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00159,EMP-0010,Analyst,2024-02-12,33.6,34.74,1167.26,PO-01058,41.3,1434.76,UNMATCHED,-7.7,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00160,EMP-0025,Coordinator,2024-07-08,29.6,58.56,1733.38,PO-01184,25.3,1481.57,OVER_CLAIMED,4.3,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00161,EMP-0023,Analyst,2024-03-11,44.8,46.33,2075.58,PO-01158,53.9,2497.19,MATCHED,0.0,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00162,EMP-0010,Consultant,2024-06-10,43.1,112.39,4844.01,PO-01110,51.0,5731.89,PARTIAL,-7.9,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00163,EMP-0020,Engineer,2024-09-23,24.5,65.4,1602.3,PO-01074,32.4,2118.96,OVER_CLAIMED,-7.9,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00164,EMP-0005,Analyst,2024-04-29,42.9,87.86,3769.19,PO-01039,51.6,4533.58,OVER_CLAIMED,-8.7,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00165,EMP-0005,Analyst,2024-05-20,23.7,67.44,1598.33,PO-01148,29.6,1996.22,UNMATCHED,-5.9,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00166,EMP-0023,Manager,2024-04-29,23.6,55.69,1314.28,PO-01127,16.2,902.18,UNMATCHED,7.4,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00167,EMP-0042,Consultant,2024-11-04,44.3,82.17,3640.13,PO-01099,47.0,3861.99,MATCHED,0.0,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00168,EMP-0025,Analyst,2024-08-05,33.5,71.8,2405.3,PO-01149,34.2,2455.56,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00169,EMP-0006,Consultant,2024-08-19,34.4,90.88,3126.27,PO-01093,39.4,3580.67,OVER_CLAIMED,-5.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00170,EMP-0004,Manager,2024-01-08,29.1,70.02,2037.58,PO-01093,21.8,1526.44,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00171,EMP-0016,Consultant,2024-07-22,23.6,106.06,2503.02,PO-01058,33.0,3499.98,UNMATCHED,-9.4,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00172,EMP-0002,Coordinator,2024-02-26,22.9,91.1,2086.19,PO-01109,15.8,1439.38,OVER_CLAIMED,7.1,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00173,EMP-0011,Analyst,2024-11-04,22.7,80.25,1821.67,PO-01038,22.2,1781.55,PARTIAL,0.5,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00174,EMP-0010,Consultant,2024-02-05,26.1,26.19,683.56,PO-01121,32.7,856.41,UNMATCHED,-6.6,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00175,EMP-0022,Developer,2024-11-25,33.2,115.13,3822.32,PO-01166,32.6,3753.24,OVER_CLAIMED,0.6,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00176,EMP-0049,Consultant,2024-05-06,22.8,30.7,699.96,PO-01129,25.6,785.92,PARTIAL,-2.8,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00177,EMP-0046,Manager,2024-06-24,40.8,89.59,3655.27,PO-01147,48.3,4327.2,PARTIAL,-7.5,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00178,EMP-0034,Developer,2024-11-11,25.7,113.49,2916.69,PO-01033,21.1,2394.64,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00179,EMP-0036,Engineer,2024-06-24,35.5,45.8,1625.9,PO-01020,29.2,1337.36,OVER_CLAIMED,6.3,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00180,EMP-0004,Manager,2024-07-29,27.8,85.98,2390.24,PO-01166,34.3,2949.11,MATCHED,0.0,IT,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00181,EMP-0002,Consultant,2024-04-29,22.7,32.39,735.25,PO-01073,24.8,803.27,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00182,EMP-0013,Engineer,2024-02-12,21.6,81.73,1765.37,PO-01052,26.7,2182.19,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00183,EMP-0031,Analyst,2024-04-15,26.7,117.78,3144.73,PO-01013,28.0,3297.84,PARTIAL,-1.3,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00184,EMP-0033,Consultant,2024-05-13,20.2,58.88,1189.38,PO-01081,15.8,930.3,UNMATCHED,4.4,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00185,EMP-0048,Engineer,2024-06-03,44.3,91.75,4064.52,PO-01026,36.2,3321.35,UNMATCHED,8.1,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00186,EMP-0019,Consultant,2024-01-08,34.7,61.3,2127.11,PO-01039,36.4,2231.32,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00187,EMP-0044,Coordinator,2024-02-05,42.1,33.86,1425.51,PO-01037,46.5,1574.49,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00188,EMP-0029,Consultant,2024-08-12,32.9,94.23,3100.17,PO-01087,35.9,3382.86,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00189,EMP-0025,Consultant,2024-09-30,41.4,65.94,2729.92,PO-01054,49.2,3244.25,OVER_CLAIMED,-7.8,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00190,EMP-0001,Consultant,2024-01-29,44.0,78.86,3469.84,PO-01197,53.9,4250.55,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00191,EMP-0011,Manager,2024-12-23,39.5,33.28,1314.56,PO-01042,31.4,1044.99,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00192,EMP-0017,Developer,2024-09-09,29.1,33.48,974.27,PO-01066,22.7,760.0,UNMATCHED,6.4,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00193,EMP-0019,Developer,2024-02-26,43.5,117.31,5102.98,PO-01105,43.3,5079.52,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00194,EMP-0024,Analyst,2024-02-26,31.0,73.69,2284.39,PO-01175,33.5,2468.61,MATCHED,0.0,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00195,EMP-0042,Analyst,2024-07-15,26.6,108.18,2877.59,PO-01190,30.3,3277.85,PARTIAL,-3.7,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00196,EMP-0037,Developer,2024-09-02,20.2,106.04,2142.01,PO-01019,16.0,1696.64,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00197,EMP-0030,Analyst,2024-07-22,36.7,58.15,2134.11,PO-01022,36.1,2099.22,PARTIAL,0.6,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00198,EMP-0026,Manager,2024-02-12,42.9,112.64,4832.26,PO-01017,48.3,5440.51,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00199,EMP-0030,Analyst,2024-09-23,32.2,91.72,2953.38,PO-01140,31.7,2907.52,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00200,EMP-0050,Developer,2024-03-04,36.0,55.42,1995.12,PO-01016,26.6,1474.17,PARTIAL,9.4,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00201,EMP-0028,Manager,2024-07-29,25.3,45.09,1140.78,PO-01065,15.8,712.42,OVER_CLAIMED,9.5,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00202,EMP-0029,Developer,2024-02-05,23.5,51.02,1198.97,PO-01135,15.1,770.4,OVER_CLAIMED,8.4,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00203,EMP-0022,Manager,2024-04-22,24.6,30.11,740.71,PO-01043,32.5,978.57,UNMATCHED,-7.9,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00204,EMP-0028,Manager,2024-07-01,32.0,75.87,2427.84,PO-01178,37.7,2860.3,OVER_CLAIMED,-5.7,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00205,EMP-0043,Engineer,2024-01-01,34.0,109.91,3736.94,PO-01158,28.0,3077.48,OVER_CLAIMED,6.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00206,EMP-0047,Manager,2024-10-21,44.7,114.2,5104.74,PO-01004,49.6,5664.32,OVER_CLAIMED,-4.9,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00207,EMP-0027,Manager,2024-03-04,32.5,55.06,1789.45,PO-01134,38.3,2108.8,OVER_CLAIMED,-5.8,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00208,EMP-0038,Analyst,2024-07-15,43.6,106.44,4640.78,PO-01010,46.3,4928.17,OVER_CLAIMED,-2.7,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00209,EMP-0014,Manager,2024-03-25,30.5,76.88,2344.84,PO-01054,23.8,1829.74,UNMATCHED,6.7,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00210,EMP-0020,Engineer,2024-09-09,43.9,60.17,2641.46,PO-01032,41.2,2479.0,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00211,EMP-0028,Engineer,2024-10-14,45.0,64.34,2895.3,PO-01196,42.0,2702.28,PARTIAL,3.0,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00212,EMP-0035,Developer,2024-03-18,31.5,60.45,1904.18,PO-01098,32.6,1970.67,MATCHED,0.0,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00213,EMP-0006,Analyst,2024-11-04,37.0,85.24,3153.88,PO-01023,41.0,3494.84,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00214,EMP-0035,Analyst,2024-09-30,43.3,34.85,1509.0,PO-01163,48.3,1683.25,PARTIAL,-5.0,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00215,EMP-0015,Developer,2024-09-16,40.1,88.43,3546.04,PO-01142,47.1,4165.05,MATCHED,0.0,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00216,EMP-0027,Coordinator,2024-03-25,41.4,115.3,4773.42,PO-01181,38.4,4427.52,UNMATCHED,3.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00217,EMP-0043,Manager,2024-01-01,43.5,99.31,4319.98,PO-01079,43.7,4339.85,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00218,EMP-0010,Manager,2024-04-15,20.1,111.36,2238.34,PO-01133,10.8,1202.69,MATCHED,0.0,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00219,EMP-0036,Developer,2024-05-20,28.4,116.12,3297.81,PO-01050,38.3,4447.4,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00220,EMP-0041,Developer,2024-06-24,40.7,101.13,4115.99,PO-01187,42.3,4277.8,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00221,EMP-0033,Analyst,2024-05-20,32.9,66.55,2189.49,PO-01162,24.9,1657.09,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00222,EMP-0014,Analyst,2024-12-02,35.7,49.72,1775.0,PO-01024,36.8,1829.7,MATCHED,0.0,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00223,EMP-0035,Analyst,2024-01-01,35.7,81.36,2904.55,PO-01147,26.3,2139.77,OVER_CLAIMED,9.4,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00224,EMP-0012,Consultant,2024-11-25,38.4,118.42,4547.33,PO-01168,41.1,4867.06,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00225,EMP-0050,Manager,2024-03-25,33.4,48.3,1613.22,PO-01169,39.0,1883.7,UNMATCHED,-5.6,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00226,EMP-0007,Analyst,2024-02-05,43.4,84.61,3672.07,PO-01118,46.2,3908.98,PARTIAL,-2.8,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00227,EMP-0032,Manager,2024-02-12,23.5,49.89,1172.41,PO-01054,17.1,853.12,MATCHED,0.0,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00228,EMP-0005,Consultant,2024-08-05,39.9,64.31,2565.97,PO-01176,39.6,2546.68,OVER_CLAIMED,0.3,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00229,EMP-0001,Consultant,2024-05-20,35.8,67.83,2428.31,PO-01169,29.0,1967.07,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00230,EMP-0031,Engineer,2024-09-23,41.4,36.13,1495.78,PO-01154,38.3,1383.78,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00231,EMP-0002,Engineer,2024-03-11,33.0,49.18,1622.94,PO-01006,25.4,1249.17,PARTIAL,7.6,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00232,EMP-0002,Manager,2024-12-02,23.8,107.35,2554.93,PO-01036,16.1,1728.34,MATCHED,0.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00233,EMP-0006,Manager,2024-11-18,37.3,37.03,1381.22,PO-01182,32.8,1214.58,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00234,EMP-0013,Manager,2024-05-06,31.7,101.86,3228.96,PO-01045,30.4,3096.54,UNMATCHED,1.3,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00235,EMP-0020,Consultant,2024-11-11,27.0,62.32,1682.64,PO-01053,28.7,1788.58,PARTIAL,-1.7,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00236,EMP-0040,Analyst,2024-07-08,42.1,65.26,2747.45,PO-01156,47.0,3067.22,MATCHED,0.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00237,EMP-0029,Consultant,2024-03-25,34.2,60.53,2070.13,PO-01009,36.9,2233.56,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00238,EMP-0023,Developer,2024-09-16,30.2,82.37,2487.57,PO-01008,37.7,3105.35,PARTIAL,-7.5,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00239,EMP-0014,Coordinator,2024-12-23,28.1,100.14,2813.93,PO-01096,25.3,2533.54,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00240,EMP-0022,Consultant,2024-12-09,27.9,25.92,723.17,PO-01120,31.7,821.66,OVER_CLAIMED,-3.8,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00241,EMP-0014,Analyst,2024-04-08,34.0,61.63,2095.42,PO-01144,36.0,2218.68,PARTIAL,-2.0,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00242,EMP-0042,Developer,2024-09-23,43.7,101.71,4444.73,PO-01175,47.1,4790.54,PARTIAL,-3.4,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00243,EMP-0018,Developer,2024-05-20,25.0,29.72,743.0,PO-01031,24.9,740.03,MATCHED,0.0,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00244,EMP-0019,Analyst,2024-03-11,35.0,81.16,2840.6,PO-01165,29.7,2410.45,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00245,EMP-0034,Analyst,2024-07-22,27.1,104.96,2844.42,PO-01087,25.2,2644.99,PARTIAL,1.9,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00246,EMP-0018,Manager,2024-01-29,31.7,103.84,3291.73,PO-01193,30.0,3115.2,MATCHED,0.0,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00247,EMP-0020,Coordinator,2024-02-05,33.9,54.75,1856.02,PO-01117,36.1,1976.48,UNMATCHED,-2.2,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00248,EMP-0004,Analyst,2024-02-19,41.1,114.08,4688.69,PO-01036,33.2,3787.46,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00249,EMP-0024,Engineer,2024-11-04,38.1,46.5,1771.65,PO-01002,29.9,1390.35,OVER_CLAIMED,8.2,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00250,EMP-0005,Manager,2024-04-22,42.1,29.09,1224.69,PO-01085,33.1,962.88,MATCHED,0.0,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00251,EMP-0038,Developer,2024-12-16,40.3,50.64,2040.79,PO-01031,33.7,1706.57,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00252,EMP-0041,Developer,2024-03-04,38.8,109.34,4242.39,PO-01172,48.1,5259.25,UNMATCHED,-9.3,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00253,EMP-0021,Coordinator,2024-08-19,26.0,70.4,1830.4,PO-01124,25.8,1816.32,MATCHED,0.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00254,EMP-0043,Coordinator,2024-04-22,39.2,92.58,3629.14,PO-01189,36.3,3360.65,MATCHED,0.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00255,EMP-0014,Developer,2024-01-29,21.9,71.99,1576.58,PO-01099,16.1,1159.04,OVER_CLAIMED,5.8,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00256,EMP-0021,Manager,2024-02-12,28.5,102.33,2916.4,PO-01182,33.7,3448.52,PARTIAL,-5.2,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00257,EMP-0025,Developer,2024-03-04,41.2,35.04,1443.65,PO-01159,33.8,1184.35,MATCHED,0.0,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00258,EMP-0020,Engineer,2024-12-09,30.0,31.52,945.6,PO-01166,28.5,898.32,OVER_CLAIMED,1.5,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00259,EMP-0012,Manager,2024-07-22,41.9,95.78,4013.18,PO-01008,36.7,3515.13,UNMATCHED,5.2,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00260,EMP-0023,Developer,2024-08-19,31.3,50.23,1572.2,PO-01055,39.8,1999.15,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00261,EMP-0007,Analyst,2024-08-12,30.8,56.71,1746.67,PO-01167,29.6,1678.62,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00262,EMP-0034,Engineer,2024-07-08,24.8,43.0,1066.4,PO-01127,18.3,786.9,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00263,EMP-0008,Analyst,2024-02-12,37.0,86.4,3196.8,PO-01010,46.2,3991.68,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00264,EMP-0045,Coordinator,2024-04-15,21.6,34.6,747.36,PO-01104,16.1,557.06,PARTIAL,5.5,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00265,EMP-0014,Consultant,2024-02-12,25.5,103.29,2633.89,PO-01053,29.3,3026.4,UNMATCHED,-3.8,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00266,EMP-0033,Coordinator,2024-05-06,37.6,52.36,1968.74,PO-01160,27.7,1450.37,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00267,EMP-0005,Consultant,2024-05-13,41.3,90.35,3731.45,PO-01048,34.7,3135.14,OVER_CLAIMED,6.6,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00268,EMP-0012,Manager,2024-03-04,44.1,88.27,3892.71,PO-01020,42.7,3769.13,MATCHED,0.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00269,EMP-0001,Developer,2024-12-02,41.3,81.43,3363.06,PO-01064,50.7,4128.5,PARTIAL,-9.4,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00270,EMP-0034,Engineer,2024-01-15,40.5,78.89,3195.05,PO-01043,50.3,3968.17,MATCHED,0.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00271,EMP-0023,Engineer,2024-02-12,27.6,94.94,2620.34,PO-01066,26.7,2534.9,OVER_CLAIMED,0.9,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00272,EMP-0022,Engineer,2024-04-22,29.1,26.29,765.04,PO-01199,26.2,688.8,OVER_CLAIMED,2.9,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00273,EMP-0010,Developer,2024-07-29,22.8,90.15,2055.42,PO-01057,27.4,2470.11,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00274,EMP-0024,Consultant,2024-06-03,32.4,48.21,1562.0,PO-01191,37.2,1793.41,UNMATCHED,-4.8,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00275,EMP-0035,Developer,2024-06-17,36.0,116.72,4201.92,PO-01135,43.5,5077.32,OVER_CLAIMED,-7.5,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00276,EMP-0020,Consultant,2024-10-28,28.7,56.46,1620.4,PO-01011,30.5,1722.03,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00277,EMP-0037,Manager,2024-11-04,28.6,83.17,2378.66,PO-01074,27.3,2270.54,UNMATCHED,1.3,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00278,EMP-0019,Engineer,2024-08-05,43.2,38.98,1683.94,PO-01143,46.8,1824.26,PARTIAL,-3.6,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
